Form name,Form number,Form category ids,Plain language description (1-2 sentences),PDF URL,Arabic URL,Cambodian URL,Chinese URL,Chinese Traditional URL,Farsi URL,Hmong URL,Korean URL,Punjabi URL,Russian URL,Spanish URL,Tagalog URL,Vietnamese URL,Form filling instructions URL,Mandatory Form,Revision Date,,,,,,
"Findings and Orders After Dispositional Hearing (Welf. & Inst. Code, § 361 et seq.)",JV-415,juvenile,,https://www.courts.ca.gov/documents/jv415.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Dispositional Attachment: Dismissal of Petition With or Without Informal Supervision (Welf. & Inst. Code, § 360(b))",JV-416,juvenile,,https://www.courts.ca.gov/documents/jv416.pdf,,,,,,,,,,,,,,false,7/1/2011,,,,,,
"Dispositional Attachment: In-Home Placement With Formal Supervision (Welf. & Inst. Code, § 361)",JV-417,juvenile,,https://www.courts.ca.gov/documents/jv417.pdf,,,,,,,,,,,,,,false,7/1/2011,,,,,,
"Dispositional Attachment: Appointment of Guardian (Welf. & Inst. Code, § 360(a))",JV-418,juvenile,,https://www.courts.ca.gov/documents/jv418.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Guardianship—Consent and Waiver of Rights,JV-419,juvenile,,https://www.courts.ca.gov/documents/jv419.pdf,,,,,,,,,,,,,,false,1/1/2007,,,,,,
Guardianship—Child's Consent and Waiver of Rights,JV-419A,juvenile,,https://www.courts.ca.gov/documents/jv419a.pdf,,,,,,,,,,,,,,false,1/1/2007,,,,,,
"Dispositional Attachment: Removal From Custodial Parent-Placement With Previously Noncustodial Parent (Welf. & Inst. Code, §§ 361, 361.2)",JV-420,juvenile,,https://www.courts.ca.gov/documents/jv420.pdf,,,,,,,,,,,,,,false,7/1/2011,,,,,,
"Dispositional Attachment: Removal From Custodial Parent—Placement With Nonparent (Welf. & Inst. Code, §§ 361, 361.2)",JV-421,juvenile,,https://www.courts.ca.gov/documents/jv421.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Findings and Orders After In-Home Status Review Hearing (Welf. & Inst. Code, § 364)",JV-425,juvenile,,https://www.courts.ca.gov/documents/jv425.pdf,,,,,,,,,,,,,,false,7/1/2011,,,,,,
"Findings and Orders After In-Home Status Review Hearing—Child Placed With Previously Noncustodial Parent (Welf. & Inst. Code, §§ 364, 366.21)",JV-426,juvenile,,https://www.courts.ca.gov/documents/jv426.pdf,,,,,,,,,,,,,,false,7/1/2011,,,,,,
"Findings and Orders After Six-Month Status Review Hearing (Welf. & Inst. Code, § 366.21(e))",JV-430,juvenile,,https://www.courts.ca.gov/documents/jv430.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Six-Month Prepermanency Attachment: Child Reunified (Welf. & Inst. Code, § 366.21(e))",JV-431,juvenile,,https://www.courts.ca.gov/documents/jv431.pdf,,,,,,,,,,,,,,false,7/1/2011,,,,,,
"Six-Month Permanency Attachment: Reunification Services Continued (Welf. & Inst. Code, § 366.21(e))",JV-432,juvenile,,https://www.courts.ca.gov/documents/jv432.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Six-Month Permanency Attachment: Reunification Services Terminated (Welf. & Inst. Code, § 366.21(e))",JV-433,juvenile,,https://www.courts.ca.gov/documents/jv433.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Findings and Orders After 12-Month Permanency Hearing (Welf. & Inst. Code, § 366.21(f))",JV-435,juvenile,,https://www.courts.ca.gov/documents/jv435.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Twelve-Month Permanency Attachment: Child Reunified (Welf. & Inst. Code, § 366.21(f))",JV-436,juvenile,,https://www.courts.ca.gov/documents/jv436.pdf,,,,,,,,,,,,,,false,7/1/2011,,,,,,
"Twelve-Month Permanency Attachment: Reunification Services Continued (Welf. & Inst. Code, § 366.21(f))",JV-437,juvenile,,https://www.courts.ca.gov/documents/jv437.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Twelve-Month Permanency Attachment: Reunification Services Terminated (Welf. & Inst. Code, § 366.21(f))",JV-438,juvenile,,https://www.courts.ca.gov/documents/jv438.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Findings and Orders After 18-Month Permanency Hearing (Welf. & Inst. Code, § 366.22)",JV-440,juvenile,,https://www.courts.ca.gov/documents/jv440.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Eighteen-Month Permanency Attachment: Child Reunified (Welf. & Inst. Code, § 366.22)",JV-441,juvenile,,https://www.courts.ca.gov/documents/jv441.pdf,,,,,,,,,,,,,,false,7/1/2011,,,,,,
"Eighteen-Month Permanency Attachment: Reunification Services Terminated (Welf. & Inst. Code, § 366.22)",JV-442,juvenile,,https://www.courts.ca.gov/documents/jv442.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Eighteen-Month Permanency Attachment: Reunification Services Continued (Welf. & Inst. Code, § 366.22)",JV-443,juvenile,,https://www.courts.ca.gov/documents/jv443.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Findings and Orders After Postpermanency Hearing—Parental Rights Terminated; Permanent Plan of Adoption (Welf. & Inst. Code, § 366.3(f))",JV-445,juvenile,,https://www.courts.ca.gov/documents/jv445.pdf,,,,,,,,,,,,,,false,1/1/2018,,,,,,
"Findings and Orders After Postpermanency Hearing—Permanent Plan Other Than Adoption (Welf. & Inst. Code, § 366.3)",JV-446,juvenile,,https://www.courts.ca.gov/documents/jv446.pdf,,,,,,,,,,,,,,false,1/1/2018,,,,,,
"Order Granting Authority to Consent to Medical, Surgical, and Dental Care (Welf. & Inst. Code, § 366.27)",JV-448,juvenile,,https://www.courts.ca.gov/documents/jv448.pdf,,,,,,,,,,,,,,false,1/1/2006,,,,,,
Order for Prisoner's Appearance at Hearing Affecting Parental Rights,JV-450,juvenile,,https://www.courts.ca.gov/documents/jv450.pdf,,,,,,,,,,,,,,true,1/1/2012,,,,,,
Prisoner's Statement Regarding Appearance at Hearing Affecting Parental Rights,JV-451,juvenile,,https://www.courts.ca.gov/documents/jv451.pdf,,,,,,,,,,,,,,true,1/1/2012,,,,,,
"Findings and Orders After 24-Month Permanency Hearing (Welf. & Inst. Code, § 366.25)",JV-455,juvenile,,https://www.courts.ca.gov/documents/jv455.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
"Twenty-four-Month Permanency Attachment: Child Reunified (Welf. & Inst. Code, § 366.25)",JV-456,juvenile,,https://www.courts.ca.gov/documents/jv456.pdf,,,,,,,,,,,,,,false,7/1/2011,,,,,,
"Twenty-four-Month Permanency Attachment: Reunification Services Terminated (Welf. & Inst. Code, § 366.25)",JV-457,juvenile,,https://www.courts.ca.gov/documents/jv457.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Attachment: Additional Findings and Orders for Child Approaching Majority—Dependency,JV-460,juvenile,,https://www.courts.ca.gov/documents/jv460.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Findings and Orders After Nonminor Disposition Hearing,JV-461,juvenile,,https://www.courts.ca.gov/documents/jv461.pdf,,,,,,,,,,,,,,true,1/1/2021,,,,,,
Dispositional Attachment: Nonminor Dependent,JV-461(A),juvenile,,https://www.courts.ca.gov/documents/jv461a.pdf,,,,,,,,,,,,,,true,1/1/2021,,,,,,
Findings and Orders After Nonminor Dependent Status Review Hearing,JV-462,juvenile,,https://www.courts.ca.gov/documents/jv462.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Nonminor's Informed Consent to Hold Disposition Hearing,JV-463,juvenile,,https://www.courts.ca.gov/documents/jv463.pdf,,,,,,,,,,,,,,true,1/1/2021,,,,,,
How to Ask to Return to Juvenile Court Jurisdiction and Foster Care,JV-464-INFO,juvenile,,https://www.courts.ca.gov/documents/jv464info.pdf,,,https://www.courts.ca.gov/documents/jv464infoc.pdf,,,,https://www.courts.ca.gov/documents/jv464infok.pdf,,,https://www.courts.ca.gov/documents/jv464infos.pdf,,https://www.courts.ca.gov/documents/jv464infov.pdf,,true,1/1/2016,,,,,,
Request to Return to Juvenile Court Jurisdiction and Foster Care,JV-466,juvenile,,https://www.courts.ca.gov/documents/jv466.pdf,,,,,,,,,,,,,,true,1/1/2019,,,,,,
Confidential Information—Request to Return to Juvenile Court Jurisdiction and Foster Care,JV-468,juvenile,,https://www.courts.ca.gov/documents/jv468.pdf,,,,,,,,,,,,,,true,7/1/2012,,,,,,
Findings and Orders Regarding Prima Facie Showing on Nonminor's Request to Reenter Foster Care,JV-470,juvenile,,https://www.courts.ca.gov/documents/jv470.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Findings and Order After Hearing to Consider Nonminor's Request to Reenter Foster Care,JV-472,juvenile,,https://www.courts.ca.gov/documents/jv472.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Nonminor Dependent—Consent to Copy and Inspect Nonminor Dependent Court File,JV-474,juvenile,,https://www.courts.ca.gov/documents/jv474.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Agreement of Adoption of Nonminor Dependent,JV-475,juvenile,,https://www.courts.ca.gov/documents/jv475.pdf,,,,,,,,,,,,,,false,10/25/2013,,,,,,
Consent of Spouse or Registered Partner to Adoption of Nonminor Dependent,JV-477,juvenile,,https://www.courts.ca.gov/documents/jv477.pdf,,,,,,,,,,,,,,false,10/25/2013,,,,,,
Order of Adoption of Nonminor Dependent,JV-479,juvenile,,https://www.courts.ca.gov/documents/jv479.pdf,,,,,,,,,,,,,,false,10/25/2013,,,,,,
Parentage Inquiry,JV-500,juvenile,,https://www.courts.ca.gov/documents/jv500.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv500s.pdf,,,,true,1/1/2007,,,,,,
Parentage—Findings and Judgment,JV-501,juvenile,,https://www.courts.ca.gov/documents/jv501.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv501s.pdf,,,,true,1/1/2007,,,,,,
Statement Regarding Parentage (Juvenile),JV-505,juvenile,,https://www.courts.ca.gov/documents/jv505.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv505s.pdf,,,,true,1/1/2008,,,,,,
Proof of Service—Juvenile,JV-510,"juvenile, proof-of-service",,https://www.courts.ca.gov/documents/jv510.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Attachement to Proof of Service-Juvenile (Additional Person Served),JV-510(A),"juvenile, proof-of-service",,https://www.courts.ca.gov/documents/jv510a.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Fax Filing Cover Sheet,JV-520,juvenile,,https://www.courts.ca.gov/documents/jv520.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv520s.pdf,,,,true,1/1/2007,,,,,,
Order to Attend Court or Provide Documents: Subpoena/Subpoena Duces Tecum,JV-525,juvenile,,https://www.courts.ca.gov/documents/jv525.pdf,,,,,,,,,,,,,,true,7/1/2007,,,,,,
Certified Request for Pupil Records—Truancy,JV-530,juvenile,,https://www.courts.ca.gov/documents/jv530.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv530s.pdf,,,,true,7/1/2002,,,,,,
Local Educational Agency Response to JV-530,JV-531,juvenile,,https://www.courts.ca.gov/documents/jv531.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv531s.pdf,,,,true,7/1/2002,,,,,,
Order Designating Educational Rights Holder,JV-535,juvenile,,https://www.courts.ca.gov/documents/jv535.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv535s.pdf,,,,true,1/1/2021,,,,,,
Information on Educational Rights Holders,JV-535-INFO,juvenile,,https://www.courts.ca.gov/documents/jv535info.pdf,,,,,,,,,,,,,,false,9/1/2020,,,,,,
Attachment to Order Designating Educational Rights Holder,JV-535(A),juvenile,,https://www.courts.ca.gov/documents/jv535a.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv535as.pdf,,,,true,9/1/2020,,,,,,
Local Educational Agency Response to JV-535—Appointment of Surrogate Parent,JV-536,juvenile,,https://www.courts.ca.gov/documents/jv536.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv536s.pdf,,,,true,1/1/2014,,,,,,
Educational Rights Holder Statement,JV-537,juvenile,,https://www.courts.ca.gov/documents/jv537.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv537s.pdf,,,,false,1/1/2014,,,,,,
Findings and Orders Regarding Transfer from School of Origin,JV-538,juvenile,,https://www.courts.ca.gov/documents/jv538.pdf,,,,,,,,,,,,,,false,1/1/2014,,,,,,
Request for Hearing Regarding Child's Access to Services,JV-539,juvenile,,https://www.courts.ca.gov/documents/jv539.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv539s.pdf,,,,false,1/1/2014,,,,,,
Notice of Hearing on Joinder—Juvenile,JV-540,juvenile,,https://www.courts.ca.gov/documents/jv540.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv540s.pdf,,,,true,1/1/2014,,,,,,
Motion for Transfer Out,JV-548,juvenile,,https://www.courts.ca.gov/documents/jv548.pdf,,,,,,,,,,,,,,true,1/1/2017,,,,,,
Juvenile Court Transfer—Out Orders,JV-550,juvenile,,https://www.courts.ca.gov/documents/jv550.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv550s.pdf,,,,true,1/1/2017,,,,,,
Juvenile Court Transfer-Out Orders—Nonminor Dependent,JV-552,juvenile,,https://www.courts.ca.gov/documents/jv552.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv552s.pdf,,,,true,1/1/2017,,,,,,
Notice of Intent to Place Child Out of County,JV-555,juvenile,,https://www.courts.ca.gov/documents/jv555.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
Objection to Out-of-County Placement and Notice of Hearing,JV-556,juvenile,,https://www.courts.ca.gov/documents/jv556.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Request for Assistance with Expedited Placement Under the Interstate Compact on the Placement of Children,JV-565,juvenile,,https://www.courts.ca.gov/documents/jv565.pdf,,,,,,,,,,,,,,true,1/1/2013,,,,,,
Expedited Placement Under the Interstate Compact on the Placement of Children: Findings and Orders,JV-567,juvenile,,https://www.courts.ca.gov/documents/jv567.pdf,,,,,,,,,,,,,,true,1/1/2013,,,,,,
Proof of Service—Petition for Access to Juvenile Case File,JV-569,"juvenile, proof-of-service",,https://www.courts.ca.gov/documents/jv569.pdf,,,,,,,,,,,,,,true,9/1/2020,,,,,,
Petition for Access to Juvenile Case File,JV-570,juvenile,,https://www.courts.ca.gov/documents/jv570.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv570s.pdf,,,,true,9/1/2020,,,,,,
Notice of Petition for Access to Juvenile Case File,JV-571,juvenile,,https://www.courts.ca.gov/documents/jv571.pdf,,,,,,,,,,,,,,true,9/1/2020,,,,,,
Objection to Release of Juvenile Case File,JV-572,juvenile,,https://www.courts.ca.gov/documents/jv572.pdf,,,,,,,,,,,,,,true,9/1/2020,,,,,,
Order on Petition for Access to Juvenile Case File,JV-573,juvenile,,https://www.courts.ca.gov/documents/jv573.pdf,,,,,,,,,,,,,,true,1/1/2021,,,,,,
Order After Judicial Review on Petition for Access to Juvenile Case File,JV-574,juvenile,,https://www.courts.ca.gov/documents/jv574.pdf,,,,,,,,,,,,,,true,1/1/2021,,,,,,
Petition to Obtain Report of Law Enforcement Agency,JV-575,juvenile,,https://www.courts.ca.gov/documents/jv575.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv575s.pdf,,,,true,1/1/2007,,,,,,
Notice to Child and Parent/Guardian RE: Release of Juvenile Police Records and Objection,JV-580,juvenile,,https://www.courts.ca.gov/documents/jv580.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv580s.pdf,,,,true,1/1/2006,,,,,,
Order to Seal Juvenile Records—Welfare and Institutions Code Section 781,JV-590,juvenile,,https://www.courts.ca.gov/documents/jv590.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv590s.pdf,,,,false,9/1/2018,,,,,,
Acknowledgment of Juvenile Record Sealed,JV-591,juvenile,,https://www.courts.ca.gov/documents/jv591.pdf,,,,,,,,,,,,,,false,7/1/2016,,,,,,
Prosecutor Request for Access to Sealed Juvenile Case File,JV-592,juvenile,,https://www.courts.ca.gov/documents/jv592.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Notice of Prosecutor Request for Access to Sealed Juvenile Case File,JV-593,juvenile,,https://www.courts.ca.gov/documents/jv593.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Response to Prosecutor Request for Access to Sealed Juvenile Case File,JV-594,juvenile,,https://www.courts.ca.gov/documents/jv594.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Request to Seal Juvenile Records,JV-595,juvenile,,https://www.courts.ca.gov/documents/jv595.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
How to Ask the Court to Seal Your Records,JV-595-INFO,juvenile,,https://www.courts.ca.gov/documents/jv595info.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv595infos.pdf,,,,true,1/1/2021,,,,,,
Dismissal and Sealing of Records—Welfare and Institutions Code Section 786,JV-596,juvenile,,https://www.courts.ca.gov/documents/jv596.pdf,,,,,,,,,,,,,,false,9/1/2018,,,,,,
Sealing of Records for Satisfactory Completion of Probation,JV-596-INFO,juvenile,,https://www.courts.ca.gov/documents/jv596info.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv596infos.pdf,,,,true,1/1/2020,,,,,,
Probation Department Notice on Sealing of Records After Diversion Program,JV-597,juvenile,,https://www.courts.ca.gov/documents/jv597.pdf,,,,,,,,,,,,,,false,9/1/2018,,,,,,
Petition to Review Denial of Sealing of Records After Diversion Program,JV-598,juvenile,,https://www.courts.ca.gov/documents/jv598.pdf,,,,,,,,,,,,,,false,9/1/2018,,,,,,
Order on Prosecutor Request for Access to Sealed File,JV-599,juvenile,,https://www.courts.ca.gov/documents/jv599.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Juvenile Wardship Petition,JV-600,juvenile,,https://www.courts.ca.gov/documents/jv600.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv600s.pdf,,,,false,1/1/2020,,,,,,
Child Habitually Disobedient § 601(a),JV-610,juvenile,,https://www.courts.ca.gov/documents/jv610.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv610s.pdf,,,,false,1/1/2007,,,,,,
Child Habitually Truant § 601(b),JV-611,juvenile,,https://www.courts.ca.gov/documents/jv611.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv611s.pdf,,,,false,1/1/2007,,,,,,
Deferred Entry of Judgment Notice of Noncompliance,JV-615,juvenile,,https://www.courts.ca.gov/documents/jv615.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv615s.pdf,,,,false,1/1/2012,,,,,,
Waiver of Rights—Juvenile Justice,JV-618,juvenile,,https://www.courts.ca.gov/documents/jv618.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv618s.pdf,,,,false,1/1/2020,,,,,,
Violation of Law By Child,JV-620,juvenile,,https://www.courts.ca.gov/documents/jv620.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv620s.pdf,,,,true,1/1/2007,,,,,,
Informal Probation Agreement,JV-622,juvenile,,https://www.courts.ca.gov/documents/jv622.pdf,,,,,,,,,,,,,,false,1/1/2006,,,,,,
Terms and Conditions,JV-624,juvenile,,https://www.courts.ca.gov/documents/jv624.pdf,,,,,,,,,,,,,,false,1/1/2012,,,,,,
Notice of Hearing—Juvenile Delinquency Proceeding,JV-625,juvenile,,https://www.courts.ca.gov/documents/jv625.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv625s.pdf,,,,false,9/1/2018,,,,,,
Promise to Appear—Juvenile Delinquency (Juvenile 14 years or Older),JV-635,juvenile,,https://www.courts.ca.gov/documents/jv635.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv635s.pdf,,,,true,5/22/2017,,,,,,
Delinquency Court Proceeding Findings and Orders,JV-640,juvenile,,https://www.courts.ca.gov/documents/jv640.pdf,,,,,,,,,,,,,,false,1/1/2012,,,,,,
Initial Appearance Hearing—Juvenile Delinquency,JV-642,juvenile,,https://www.courts.ca.gov/documents/jv642.pdf,,,,,,,,,,,,,,false,5/22/2017,,,,,,
Jurisdiction Hearing—Juvenile Delinquency,JV-644,juvenile,,https://www.courts.ca.gov/documents/jv644.pdf,,,,,,,,,,,,,,false,1/1/2012,,,,,,
Disposition—Juvenile Delinquency,JV-665,juvenile,,https://www.courts.ca.gov/documents/jv665.pdf,,,,,,,,,,,,,,false,1/1/2016,,,,,,
Custodial and Out-of-Home Placement Disposition Attachment,JV-667,juvenile,,https://www.courts.ca.gov/documents/jv667.pdf,,,,,,,,,,,,,,false,1/1/2016,,,,,,
Findings and Orders After Six-Month Prepermanency Hearing—Delinquency,JV-672,juvenile,,https://www.courts.ca.gov/documents/jv672.pdf,,,,,,,,,,,,,,false,1/1/2018,,,,,,
Findings and Orders After Permanency Hearing—Delinquency,JV-674,juvenile,,https://www.courts.ca.gov/documents/jv674.pdf,,,,,,,,,,,,,,false,1/1/2018,,,,,,
Findings and Orders After Permanency Hearing,JV-678,juvenile,,https://www.courts.ca.gov/documents/jv678.pdf,,,,,,,,,,,,,,false,1/1/2018,,,,,,
Findings and Orders for Child Approaching Majority—Delinquency,JV-680,juvenile,,https://www.courts.ca.gov/documents/jv680.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Attachment: Hearing for Dismissal—Additional Findings and Orders—Foster Care Placement—Delinquency,JV-681,juvenile,,https://www.courts.ca.gov/documents/jv681.pdf,,,,,,,,,,,,,,false,7/1/2012,,,,,,
Findings and Orders After Hearing to Modify Delinquency Jurisdiction to Transition Jurisdiction for Child Younger Than 18 Years of Age,JV-682,juvenile,,https://www.courts.ca.gov/documents/jv682.pdf,,,,,,,,,,,,,,false,3/15/2019,,,,,,
Findings and Orders After Hearing to Modify Delinquency Jurisdiction to Transition Jurisdiction for Ward Older Than 18 Years of Age,JV-683,juvenile,,https://www.courts.ca.gov/documents/jv683.pdf,,,,,,,,,,,,,,false,3/15/2019,,,,,,
Continuance—Juvenile Delinquency,JV-688,juvenile,,https://www.courts.ca.gov/documents/jv688.pdf,,,,,,,,,,,,,,false,1/1/2014,,,,,,
School Notification of Court Adjudication (Welf. & Inst. Code Section 827(b)),JV-690,juvenile,,https://www.courts.ca.gov/documents/jv690.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Notification to Sheriff of Juvenile Delinquency Felony Adjudication (Welf. & Inst. Code Section 827.2),JV-692,juvenile,,https://www.courts.ca.gov/documents/jv692.pdf,,,,,,,,,,,,,,false,1/1/2012,,,,,,
Declaration of Eligibility for Appointment to Represent Youth in Delinquency Court,JV-700,juvenile,,https://www.courts.ca.gov/documents/jv700.pdf,,,,,,,,,,,,,,false,7/1/2016,,,,,,
"Order to Transfer Juvenile to Criminal Court Jurisdiction (Welfare and Institutions Code, § 707)",JV-710,juvenile,,https://www.courts.ca.gov/documents/jv710.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv710s.pdf,,,,false,1/1/2021,,,,,,
"Commitment to the California Department of Corrections and Rehabilitation, Division of Juvenile Facilities",JV-732,juvenile,,https://www.courts.ca.gov/documents/jv732.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv732s.pdf,,,,true,9/1/2017,,,,,,
Juvenile Notice of Violation of Probation,JV-735,juvenile,,https://www.courts.ca.gov/documents/jv735.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv735s.pdf,,,,false,5/22/2017,,,,,,
"Petition to Modify, Change, or Set Aside Previous Orders—Change of Circumstances",JV-740,juvenile,,https://www.courts.ca.gov/documents/jv740.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv740s.pdf,,,,false,1/1/2012,,,,,,
Request to Vacate Disposition and Dismiss Penal Code Section 647f,JV-742,juvenile,,https://www.courts.ca.gov/documents/jv742.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Order After Request to Vacate Disposition and Dismiss Penal Code Section 647f Adjudication,JV-743,juvenile,,https://www.courts.ca.gov/documents/jv743.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Request to Reduce Juvenile Marijuana Offense,JV-744,juvenile,,https://www.courts.ca.gov/documents/jv744.pdf,,,,,,,,,,,,,,false,7/1/2017,,,,,,
"Attachment to Request to Reduce Juvenile Marijuana Offense (Health and Safety Code, § 11361.8(m))",JV-744A,juvenile,,https://www.courts.ca.gov/documents/jv744a.pdf,,,,,,,,,,,,,,false,7/1/2017,,,,,,
"Prosecuting Agency Response to Request to Reduce Juvenile Marijuana Offense (Health and Safety Code, § 11361.8(m))",JV-745,juvenile,,https://www.courts.ca.gov/documents/jv745.pdf,,,,,,,,,,,,,,false,7/1/2017,,,,,,
"Order After Request to Reduce Juvenile Marijuana Offense (Health and Safety Code, § 11361.8(m))",JV-746,juvenile,,https://www.courts.ca.gov/documents/jv746.pdf,,,,,,,,,,,,,,false,7/1/2017,,,,,,
"Request to Expunge Arrest or Vacate Adjudication (Human Trafficking Victim) (Penal Code, § 236.14)",JV-748,juvenile,,https://www.courts.ca.gov/documents/jv748.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
"Order after Request to Expunge Arrest or Vacate Adjudication (Human Trafficking Victim) (Penal Code, § 236.14)",JV-749,juvenile,,https://www.courts.ca.gov/documents/jv749.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Determination of Eligibility—Deferred Entry of Judgment—Juvenile,JV-750,juvenile,,https://www.courts.ca.gov/documents/jv750.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv750s.pdf,,,,true,9/1/2018,,,,,,
Citation and Written Notification for Deferred Entry of Judgment—Juvenile,JV-751,juvenile,,https://www.courts.ca.gov/documents/jv751.pdf,,,,,,,,,,,,,,true,7/1/2010,,,,,,
Deferred Entry of Judgment—Dismissal and Sealing of Juvenile Records,JV-755,juvenile,,https://www.courts.ca.gov/documents/jv755.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv755s.pdf,,,,false,1/1/2012,,,,,,
Deferred Entry of Judgment Order,JV-760,juvenile,,https://www.courts.ca.gov/documents/jv760.pdf,,,,,,,,,,,,,,false,1/1/2012,,,,,,
Order for Victim Restitution,JV-790,juvenile,,https://www.courts.ca.gov/documents/jv790.pdf,,,,,,,,,,,,,,false,3/5/2018,,,,,,
Abstract of Judgment—Restitution,JV-791,juvenile,,https://www.courts.ca.gov/documents/jv791.pdf,,,,,,,,,,,,,,false,7/1/2015,,,,,,
Instructions: Order for Restitution and Abstract of Judgment,JV-792,juvenile,,https://www.courts.ca.gov/documents/jv792.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv792s.pdf,,,,false,9/1/2018,,,,,,
Instructions: Abstract of Judgment—Restitution,JV-793,juvenile,,https://www.courts.ca.gov/documents/jv793.pdf,,,,,,,,,,,,,,false,1/1/2014,,,,,,
Petition to Terminate Wardship and Order,JV-794,juvenile,,https://www.courts.ca.gov/documents/jv794.pdf,,,,,,,,,,,,,,false,9/1/2017,,,,,,
"Petition for Expungement of DNA Profiles and Samples (Pen. Code, § 299)",JV-796,juvenile,,https://www.courts.ca.gov/documents/jv796.pdf,,,,,,,,,,,,,,false,1/1/2009,,,,,,
"Order for Expungement of DNA Profiles and Samples (Pen. Code, § 299)",JV-798,juvenile,,https://www.courts.ca.gov/documents/jv798.pdf,,,,,,,,,,,,,,false,1/1/2009,,,,,,
Notice of Appeal—Juvenile,JV-800,"appeals, juvenile",,https://www.courts.ca.gov/documents/jv800.pdf,,,,,,,,,,,,,,false,9/1/2020,,,,,,
